,City,Country,Lat,Lng,Current Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
40,Kazaly,KZ,45.76255,62.101181,65.08,26,100,11.18
41,Xiangdong,CN,27.6424851,113.727789,71.26,97,78,4.97
42,Jalu,LY,29.0331149,21.5482209,85.53,11,100,17.65
43,Lebedyn,UA,50.5814148,34.4761301,47.41,78,11,7.7
44,Chapais,CA,49.7829998,-74.8572812,28.15,85,100,13.71
45,Moa,CU,20.6559593,-74.9430494,80.94,56,65,10.38
46,Jaisalmer,IN,26.9116615,70.9124888,91.08,24,0,22.73
47,Palmer,US,61.5995703,-149.11109,49.73,48,0,1.99
48,Bossangoa,CF,6.4924441,17.4463162,75.49,80,100,1.88
49,Пангоды,RU,65.856575,74.494797,30.74,84,100,10.6
50,Aleksandrov Gay,RU,50.14246,48.568436,66.31,61,94,7.14
51,Maragogi,BR,-9.0118278,-35.222512,80.6,80,100,8.95
52,Guerrero Negro,MX,27.9709506,-114.036389,71.4,48,0,15.61
53,Pacific Grove,US,36.6211382,-121.9178014,56.16,70,20,11.01
54,Te Anau,NZ,-45.41449,167.717489,42.51,95,39,0.92
55,Paamiut,GL,61.994618,-49.6659478,34.84,97,100,26.53
56,Nantucket Island,US,41.315731400000004,-70.00901408779944,57.11,58,0,18.41
57,Ichikikushikino,JP,31.7146024,130.2721599,71.01,95,50,2.51
58,Dhidhdhoo,MV,6.889046,73.1133538,84.7,73,100,4.38
59,East London,ZA,-33.0191604,27.8998573,61.95,82,0,8.05
60,Basoko,CD,-3.291524,17.460055783543147,73.94,91,50,3.09
61,Buala,SB,-8.145546,159.5930366,80.31,82,85,5.08
62,Havre de Grace,US,39.5491329,-76.095817,54.82,41,75,14.97
63,Beckley,US,37.7781702,-81.1881557,54.16,47,75,16.11
64,Meulaboh,ID,4.1481951,96.1339107,77.68,90,66,2.57
65,Khowa (Elliot),ZA,-31.333889,27.849167,44.83,59,0,6.53
66,Bowen,AU,-20.012125,148.2462901,75.02,85,7,13.65
67,Horsham,AU,-36.7148099,142.2018105,59.72,92,100,7.85
68,Manika,PH,11.3874419,122.2800456,76.77,94,100,2.71
69,Znamenskoye,RU,43.677269,45.128799,69.39,59,100,12.71
70,Asau,TV,-7.4890971,178.679807,82.85,77,11,19.3
71,Mareeba Shire,AU,-17.129513000000003,143.92421903082817,72.34,77,75,6.44
72,Labuhan,ID,-6.891973,112.9897177,79.56,81,100,0.27
73,Necochea,AR,-38.5545494,-58.7392624,61.41,42,0,9.28
74,Domoni,KM,-12.2586544,44.528851,78.91,86,96,8.66
75,Mangrol,IN,21.575642,72.8565391,86.7,53,0,9.42
76,Merke,KZ,42.868526,73.18924,52.2,65,0,6.82
77,Cananea,MX,30.986517,-110.2888925,76.42,11,1,20.94
78,Iztapa,GT,13.9310474,-90.7145934,93.29,59,20,11.5
79,Merowe,SD,18.4811972,31.8171688,90.9,8,0,11.54
80,Волга,RU,55.5602353,46.2807435,48.2,91,98,12.48
81,Port-Gentil,GA,-0.7149116,8.7797434,80.58,83,20,2.3
82,São Francisco do Sul,BR,-26.2495087,-48.6308087,84.06,70,20,6.91
83,Riyadh,SA,24.638916,46.7160104,88.18,20,85,14.67
84,Uarini,BR,-2.9827061,-65.1578615,86.7,70,45,2.62
85,Salisbury,CA,46.0265418,-65.0418279,45.05,86,100,5.19
86,Naze-Arira,JP,28.3936656,129.5244312,72.84,94,75,4.61
87,São Filipe,CV,14.8952963,-24.4969361,73.71,67,2,9.71
88,Luanda,AO,-8.8272699,13.2439512,80.64,78,100,23.02
89,Sur,OM,22.5694263,59.5297203,89.42,41,0,8.14
90,Nikolayevsk-on-Amur,RU,53.138729,140.72493,27.9,78,100,15.46
91,Haines Junction,CA,60.7527212,-137.5100384,44.55,65,66,5.75
92,San Quintín,MX,30.5613719,-115.938162,66.34,63,0,14.25
93,Grand River South-East,MU,-20.2907247,57.7851931,73.9,88,20,3.44
94,Nogent-le-Rotrou,FR,48.321809,0.8211488,52.27,78,62,10.45
95,La Concordia,MX,16.1178232,-92.6907913,90.43,38,45,6.64
96,Dengfeng,CN,34.4551772,113.0444455,57.88,44,100,4.43
97,Hilo,US,19.7073734,-155.0815803,70.23,99,100,8.01
98,Fort Nelson,CA,58.8062066,-122.6942704,35.24,93,100,10.36
99,Homyel,BY,52.4238936,31.0131698,49.95,53,0,6.71
100,Coahuayana,MX,18.6220145,-100.3484789,93.79,22,0,6.67
101,Khani,RU,56.914032,119.954155,21.04,71,100,3.62
102,Iqaluit,CA,63.74944,-68.521857,14.92,66,75,19.57
103,Vuoreija,NO,70.3308174,30.961751972265887,21.88,93,0,27.63
104,Conakry,GN,9.5170602,-13.6998434,86.14,66,20,13.8
105,Juba,SD,12.1518352,24.4522866,92.16,16,24,7.56
106,Oranjemund,NA,-28.551932,16.428415,61.34,63,0,5.44
107,Uíge,AO,-7.6117323,15.0563515,68.99,93,100,4.54
108,Norman Wells,CA,65.282401,-126.832725,32.04,74,75,9.22
109,Bengkulu,ID,-3.7922858,102.2623797,76.55,90,100,3.24
110,Ituni,GY,5.5324605,-58.2572523,86.13,66,100,1.68
111,Chuy,UY,-33.6937948,-53.4561114,67.89,77,95,5.64
112,Darab,IR,28.753194,54.548149,70.41,27,5,1.43
113,Ixtapa,MX,16.8032586,-92.9053697,76.14,58,95,6.11
114,Valparaíso,CL,-33.0458456,-71.6196749,61.16,62,40,12.66
115,San Jose,BO,-17.9388726,-63.3516374,88.18,54,6,16.84
116,Dikson,RU,73.5083894,80.5123816,30.07,95,100,29.28
117,Arraial do Cabo,BR,-22.9662839,-42.024427,84.09,65,0,16.11
118,Muros,ES,42.7744106,-9.0575351,58.84,82,4,2.93
119,Höfn,IS,64.2532647,-15.2080441,44.62,70,100,11.5
120,Poso,ID,-1.3948289,120.7539369,75.99,91,100,3.38
121,Itaituba,BR,-4.2625218,-55.9878139,89.65,66,40,5.75
122,Kavaratti,IN,10.5672203,72.6394636,84.83,77,8,6.85
123,Narsaq,GL,60.9127453,-46.0452698,46.65,87,100,2.62
124,Nolinsk,RU,57.5579577,49.9294668,47.23,86,100,4.29
125,Zhigansk,RU,66.76564,123.3741,4.89,97,29,8.7
126,Honiara,SB,-9.4310769,159.9552552,78.08,86,98,2.17
127,Аскино,RU,54.250462,56.874081,59.86,70,99,10.65
128,Seoul,KR,37.5666791,126.9782914,49.8,66,0,4.61
129,Kaka,TM,37.3463914,59.6161082,75.36,30,99,6.42
130,Sabzevar,IR,36.2134053,57.6808799,65.48,48,0,11.5
131,Celestún,MX,20.8604208,-90.3994361,81.5,67,83,16.33
132,Taoudeni,ML,22.6762333,-3.9805269,87.96,11,0,7.0
133,Namatanai,PG,-3.6641739,152.4407285,80.47,82,53,7.81
134,Nishihara,JP,26.227791,127.76054,75.85,98,75,9.22
135,Taroudant,MA,30.470651,-8.877922,70.14,48,0,13.27
136,Santiago de Chuco,PE,-8.1453677,-78.1732575,62.29,59,78,1.45
137,Nioro du Sahel,ML,15.2304528,-9.5899063,100.42,18,0,4.61
138,Sayat,TM,38.7827532,63.8830102,76.86,29,100,12.33
139,Taksimo,RU,56.355515,114.837982,26.28,82,100,1.12
140,Salto del Guaira,PY,-24.056639,-54.33420666103485,85.3,58,5,9.28
141,Vainī,TO,-21.1925671,-175.1772797,77.65,56,1,21.09
142,Mar del Plata,AR,-37.9977225,-57.5482703,63.82,52,0,11.5
143,Weinan City,CN,34.5037437,109.4572848,52.3,93,100,11.3
144,Jorochito,BO,-18.0561979,-63.4274646,87.84,53,4,14.41
145,Cuamba,MZ,-14.7979964,36.539872,68.36,87,93,10.89
146,Anuradhapura,LK,8.334985,80.4106096,77.11,85,4,3.6
147,Malm,NO,64.0689443,11.2186944,33.58,99,100,8.19
148,Ilulissat,GL,69.2197127,-51.0986385,43.09,52,75,13.8
149,Kutum,SD,14.2108373,24.649584,86.63,17,44,10.29
150,Klaksvik,FO,62.2266084,-6.5852705,45.64,74,97,8.14
151,Tsihombe,MG,-25.318547,45.484057,69.31,69,72,7.9
152,Miyang,CN,24.404831,103.435057,63.66,48,0,3.51
153,Roblin,CA,51.233333,-101.35,32.86,85,100,13.31
154,Grafton,US,43.3299641,-93.0693679,49.62,50,98,15.99
155,Manono,CD,-7.2981166,27.396517,69.96,95,85,2.17
156,Kargasok,RU,59.0598053,80.8708719,44.15,79,100,10.78
157,Nara,ML,15.1712509,-7.2888666,91.42,15,0,8.55
158,Albanel,CA,48.883683,-72.442474,37.49,60,100,11.5
159,Bilma,NE,18.69293,12.91872,92.12,8,0,8.75
160,Sitka,US,57.0524973,-135.337612,46.22,76,75,3.44
161,Castlemaine,AU,-37.0664778,144.2200032,58.95,98,100,8.08
162,Kaitangata,NZ,-46.2817388,169.8464139,43.39,94,21,6.08
163,Puerto del Rosario,ES,28.4993424,-13.8599051,67.95,68,20,23.02
164,Qaanaaq,GL,77.4686357,-69.2222746,20.55,73,14,4.94
165,San Ramon,BO,-13.2668996,-64.617291,91.38,54,61,4.68
166,Westport,NZ,-41.754183,171.6035684,55.54,86,100,2.75
167,Caravelas,BR,-17.7296514,-39.2660082,80.89,71,3,7.23
168,Ghat,LY,24.9626299,10.1797167,86.74,7,0,16.49
169,Hermanus,ZA,-34.4175,19.2361111,56.84,61,0,5.06
170,Mys Shmidta,RU,68.8928813,-179.4130958,15.64,98,100,13.35
171,Mackay,AU,-21.141956,149.1865149,73.35,88,75,12.66
172,Kochkurovo,RU,54.031414,45.434708,50.68,92,9,11.68
173,Ambilobe,MG,-13.194439,49.049956,74.14,94,22,2.98
174,Van,TR,38.5083601,43.3745322,54.99,67,75,3.44
175,Ponta Delgada,PT,37.7394344,-25.6683618,65.12,88,75,14.97
176,Waddan,LY,29.1613826,16.141311,88.02,11,0,26.24
177,Warrnambool,AU,-38.3826241,142.4814191,59.81,85,100,9.69
178,Mama,RU,58.310555,112.903419,30.99,97,100,3.58
179,Marash,TR,37.5812744,36.927509,68.92,28,0,3.44
180,Bay Roberts,CA,47.575924,-53.2833409,44.6,77,98,4.0
181,Nikolskoye,RU,59.7034799,30.7861084,32.09,68,94,0.83
182,Butaritari,KI,2.9205375,172.91886331442205,81.46,81,11,18.14
183,Sawtell,AU,-30.3689782,153.1002694,67.91,88,75,8.05
184,Muisne,EC,0.6104236,-80.0185958,80.28,80,65,9.46
185,Bhadra,IN,29.1012943,75.1675355,93.0,9,0,5.17
186,Virginia Beach,US,36.8529841,-75.9774183,63.91,40,20,12.66
187,Gerash,IR,27.6701538,54.1378384,75.52,23,2,5.28
188,Usinsk,RU,65.995731,57.5571267,24.12,71,100,12.71
189,Guanhães,BR,-18.7753627,-42.9340634,75.56,53,0,6.6
190,Palmital,BR,-22.786384,-50.2198965,83.59,53,10,6.85
191,Gornopravdinsk,RU,60.060318,69.92292,48.99,97,100,7.02
192,Pitrufquén,CL,-38.9863089,-72.6372553,53.56,76,40,10.36
193,Gigmoto,PH,13.7786693,124.3911728,80.64,86,90,9.53
194,Tamiahua,MX,21.278056,-97.445556,83.91,53,41,12.37
195,Fairbanks,US,64.837845,-147.716675,46.63,51,40,4.61
196,Chokurdakh,RU,70.6193824,147.902397,10.35,96,99,6.33
197,Sittwe Township,MM,20.15,92.9,81.1,84,5,5.73
198,Leningradskiy,RU,54.129108,79.236702,51.13,56,99,7.09
199,Bluff,NZ,-46.6014038,168.3398682,50.77,81,89,7.16
200,Türkan,AZ,40.3656749,50.2124701,59.13,82,0,0.0
201,Alberton,CA,46.8127482,-64.0649989,39.09,99,100,5.95
202,Moiyabana,BW,-22.631941,26.40525,60.03,75,0,15.3
203,Acapulco,MX,16.8680495,-99.8940182,88.57,51,1,9.84
204,Flinders Shire,AU,-20.862898,144.2526073309786,73.29,83,40,8.05
205,Anloga,GH,5.7936484,0.8984702,82.58,80,95,13.51
206,Porto Novo,CV,17.0189775,-25.065316,75.2,72,2,14.45
207,Wetaskiwin,CA,52.968492,-113.36792,38.57,95,100,19.28
208,Dashoguz,TM,41.83358,59.9590079,75.15,25,0,16.11
209,Umzimvubu Local Municipality,ZA,-30.82491,28.92177617804983,45.93,85,0,2.8
210,Estelle,US,29.8457628,-90.1067399,74.91,42,20,8.05
211,Municipio de La Libertad,SV,13.4888353,-89.3191395,94.39,53,17,11.27
212,Barra Patuca,HN,15.8026938,-84.2967753,82.04,75,99,8.97
213,Dédougou,BF,12.4617,-3.457987,99.81,19,98,6.31
214,Kuqa,CN,41.7116961,82.9583247,61.59,36,100,7.76
215,Porto Nacional,BR,-10.7019786,-48.4110952,91.45,56,15,3.42
216,Bambous Virieux,MU,-20.347199500000002,57.76474767388835,73.96,88,20,3.44
217,Nizhniy Kuranakh,RU,58.819115,125.529327,25.07,95,100,6.55
218,Tomatlán,MX,19.9429848,-105.2465108,91.53,38,0,10.51
219,Красноселькуп,RU,65.704239,82.458855,35.02,100,100,16.64
220,Vilyuysk,RU,63.754082,121.626549,13.64,97,100,2.35
221,Gengenbach,DE,48.4035425,8.0153059,58.05,47,0,6.91
222,Soria,ES,41.7633842,-2.4642041,48.09,93,100,1.01
223,Hobyo,SO,5.349526,48.526366,84.2,73,100,13.31
224,Cape Town,ZA,-33.928992,18.417396,61.21,68,0,8.01
225,Santa Isabel,US,17.9657393,-66.4043173,80.64,60,99,8.37
226,Bonavista,CA,48.6541763,-53.110338,38.8,81,100,10.83
227,Hithadhoo,MV,1.7959425,73.38755195657038,84.2,74,100,6.98
228,Miyako,JP,39.6395835,141.9461177,42.84,61,0,8.28
229,Hay River,CA,60.8155874,-115.7866099,35.62,75,40,8.05
230,Yellowknife,CA,62.4540807,-114.377385,46.58,49,20,9.22
231,Mullaitivu,LK,9.2698532,80.8145347,81.36,80,6,6.82
232,Perrin,DZ,35.6337386,3.2244016,61.45,59,100,13.35
233,Mocuba,MZ,-16.839215,36.985642,68.56,94,100,5.44
234,Moses Lake,US,47.1301417,-119.2780771,52.48,39,100,8.41
235,Broken Hill,AU,-31.965,141.4511111,58.59,88,90,6.91
236,Saint-Augustin,CA,51.2252731,-58.6492601,35.31,100,100,2.73
237,Belush'ya Bay,RU,71.5376984,52.3427343,16.92,88,100,28.27
238,San Simón De La Laguna,MX,19.2955908,-100.0880345,73.56,25,13,3.09
239,Clermont,FR,49.3780921,2.4141907,57.11,69,97,12.1
240,Hami,CN,42.817404,93.5142008,59.52,23,100,9.37
241,Lompoc,US,34.6391501,-120.4579409,60.03,65,0,17.27
242,Wageningen,SR,5.7710604,-56.6876895,86.09,66,93,4.38
243,Аксарка,RU,66.5582332,67.8051987,13.06,90,7,3.58
244,Ólafsvík,IS,64.8959304,-23.7084345,43.54,69,86,2.51
245,Salinas,EC,-2.2073132,-80.9684566,80.58,74,40,10.36
246,Waingapu,ID,-9.652179,120.2636908,75.18,81,100,3.56
247,Okhotsk,RU,59.3643921,143.2410816,23.5,69,100,16.24
248,At-Bashy,KG,41.1703178,75.8092334,40.17,91,64,2.66
249,Kupang,ID,-10.1632209,123.6017755,74.68,84,64,3.24
250,Storforshei,NO,66.4043138,14.5232582,31.78,69,40,3.44
251,Ittoqqortoormiit,GL,70.4850588,-21.9641992,21.87,88,100,7.09
252,Pangnirtung,CA,66.1480197,-65.7172826,7.05,61,20,5.75
253,Amderma,RU,69.7522076,61.662267280204404,20.61,82,64,28.36
254,Raga,SD,11.9916426,23.3312342,87.96,29,99,10.18
255,Bredasdorp,ZA,-34.533055,20.042778,56.7,89,0,2.46
256,Vostok,RU,46.4481609,135.8298609,27.84,87,6,5.86
257,Contai,IN,21.7805923,87.7448286,81.48,86,0,11.52
258,Crotone,IT,39.0806223,17.127196,64.22,59,0,2.3
259,Itarema,BR,-2.9224684,-39.9152184,81.39,80,94,13.02
260,Korla,CN,41.7238743,86.173541,62.91,35,100,12.73
261,Оссора,RU,59.247414,163.069931,31.77,99,100,8.61
262,Umm Kaddada,SD,13.6002208,26.6892786,88.25,9,0,12.06
263,Bujoru,RO,45.874698,22.6154397,51.87,86,44,1.07
264,Nanortalik,GL,60.1400246,-45.2428523,40.37,82,100,11.7
265,Khatanga,RU,71.9819205,102.4714765,12.07,84,100,9.84
266,Panguipulli,CL,-39.6419909,-72.3333801,45.86,92,60,6.53
267,Albany,AU,-35.0247822,117.883608,52.36,93,31,11.5
268,Alekseyevka,RU,54.060356,39.950024,45.52,86,81,11.03
269,Santa Rosa,AR,-36.6203503,-64.2905765,67.51,20,0,15.88
270,Jamestown,SH,-15.9277296,-5.7160872,73.2,73,30,18.52
271,Konevo,RU,58.0960935,45.9355486,41.18,86,100,9.75
272,Cervo,ES,43.6696977,-7.4095553,58.96,89,100,2.24
273,Cedar City,US,37.6774238,-113.061827,65.37,16,40,21.85
274,Farah,AF,32.3740907,62.1146266,83.14,19,0,6.85
275,Słupsk,PL,54.460570849999996,17.027730037017736,42.13,50,30,11.68
276,Thinadhoo,MV,0.5326429,72.99714160821568,83.64,74,18,7.2
277,Georgetown,SH,-7.9289722,-14.4133993,79.95,79,44,17.63
278,Serdobsk,RU,52.461506,44.213924,50.25,82,6,14.12
279,Wangaratta,AU,-36.3562509,146.3230914,60.98,93,100,1.14
280,Banda Aceh,ID,5.5528455,95.3192908,80.26,83,85,3.02
281,Popova,RU,52.742584,106.30864,26.82,78,39,10.54
282,Yagodnoye,RU,62.5216788,149.6253322,7.21,97,100,4.16
283,Wajima,JP,37.3905644,136.8994281,48.7,69,7,11.23
284,Narasapur,IN,16.6165393,81.8655966,80.55,87,5,4.61
285,Ribeira Grande,PT,37.8225227,-25.5194914,64.74,88,75,14.97
286,Ahuimanu,US,21.4406125,-157.8321451624266,73.85,82,100,9.22
287,Koumra,TD,8.9189081,17.5478111,87.84,42,100,5.41
288,Athmallik,IN,20.7218533,84.5347509,86.41,32,6,4.43
289,Diveyevo,RU,55.041687,43.245518,43.27,91,100,7.74
290,Tuatapere,NZ,-46.1323096,167.6907627,44.2,93,45,3.87
291,Timmins,CA,48.477473,-81.330414,31.78,40,0,10.36
292,Bethel,US,60.7922222,-161.7558333,35.94,80,0,4.61
293,Mehamn,NO,71.0349713,27.8517178,24.55,68,100,29.04
294,Kavieng,PG,-2.573474,150.795224,83.19,74,22,15.48
295,Duliby,UA,49.454861,24.372175,49.82,75,100,7.54
296,Nipawin,CA,53.362846,-104.017181,42.84,52,0,14.97
297,Attawapiskat,CA,52.9244075,-82.4270112,35.6,32,0,8.05
298,Bucerias,MX,20.755567,-105.3343276,87.17,45,0,9.35
299,Port Vila,VU,-17.7414972,168.3150163,75.02,83,75,9.22
300,Ya'an,CN,29.985931,103.0087944,62.4,97,100,7.67
301,Lagoa,PT,37.13258125,-8.45505094811731,64.67,59,22,14.29
302,Paita,PE,-5.0910296,-81.1061383,74.05,71,12,16.4
303,Adelaide,AU,-34.9281805,138.5999312,65.17,73,0,10.36
304,Vestmanna,FO,62.156,-7.166,45.64,87,100,4.61
305,Luang Namtha,LA,21.0072205,101.4076361,73.71,59,9,0.89
306,Catuday,PH,16.2787105,119.8031038,80.83,76,23,9.75
307,Mahaicony,GY,6.572739,-57.806357,85.98,67,100,6.69
308,Shihezi City,CN,44.3017013,86.0775574,56.48,44,99,4.79
309,Myeik Township,MM,12.4319552,98.5955711,82.17,79,16,1.32
310,Griffith,AU,-34.2870772,146.0551022,62.62,100,100,8.05
311,Avarua,CK,-21.2074736,-159.7708145,80.58,89,17,4.61
312,Hasaki,JP,35.7529706,140.8201321,59.4,57,100,24.18
313,Pokhara,NP,28.209538,83.991402,75.04,32,0,6.82
314,Orlik,RU,52.5127688,99.8271705,27.43,91,100,2.57
315,Muswellbrook Shire Council,AU,-32.4881159,150.51640804866668,57.72,97,75,0.51
316,Nizhneyansk,RU,71.440445,136.130646,-2.33,100,100,1.88
317,Coyhaique,CL,-45.5711804,-72.0684863,41.25,60,40,5.75
318,Faya,TD,8.0748388,16.0806637,83.98,50,100,4.63
319,Linjiang City,CN,41.8092486,126.9128334,37.11,52,80,2.26
320,Abu Dhabi,AE,24.4538352,54.3774014,83.64,63,0,5.75
321,Broome,AU,-17.9566909,122.2240181,71.49,94,19,0.0
322,Eyl,SO,7.9806632,49.8187816,82.74,75,89,10.38
323,Ancud,CL,-41.8682162,-73.8287225,50.32,65,41,20.24
324,Cockburn Town,TC,21.4607723,-71.1399956,78.76,53,40,9.22
325,Cassilândia,BR,-19.1128242,-51.7345354,90.64,29,57,10.0
326,Boysun,UZ,38.2040894,67.2033601,68.76,37,79,5.21
327,Impfondo,CG,1.6187416,18.0623499,71.33,85,85,1.72
328,Dongsheng,CN,39.822062,109.9576815,39.31,78,76,5.5
329,Cerro Punta,PA,8.8511074,-82.5737572,62.13,88,100,0.98
330,Río Gallegos,AR,-51.64607595,-69.26322885452636,44.67,61,40,21.85
331,Lorengau,PG,-2.0329567,147.2789185,82.78,77,97,10.98
332,Lermontovka,RU,47.1487377,134.3404483,31.75,81,0,3.62
333,Waipawa,NZ,-39.9411333,176.591342,43.88,95,18,2.86
334,Dudinka,RU,69.406067,86.175072,29.66,96,100,27.18
335,Thompson,CA,55.743347,-97.863464,42.98,28,0,10.36
336,Galle,LK,6.0328139,80.214955,81.48,81,23,6.08
337,Rani,IN,25.3478156,73.308225,87.62,16,0,7.58
338,Deoband,IN,29.6934924,77.6779885,84.11,15,0,3.71
339,Bam,IR,29.1059864,58.3565663,76.41,34,5,4.23
340,Lhasa,CN,29.6553895,91.1704736,45.34,51,100,2.44
341,Airai,PW,7.3599342,134.5601154,81.18,82,98,16.69
342,Fortuna,US,40.597407,-124.156034,55.78,64,75,12.66
343,Marfino,RU,56.0718871,37.561354,41.05,70,0,8.95
344,Barra da Estiva,BR,-13.6269662,-41.3278287,71.69,70,92,9.64
345,Marcona,PE,-15.2155331,-75.08303444567473,66.92,64,100,17.25
346,Sātaua,WS,-13.5175919,-172.6929859,82.78,74,100,15.61
347,Dalhousie,CA,48.0634448,-66.369555,44.89,81,100,4.61
348,Xining,CN,36.617331,101.7761976,39.72,78,15,2.42
349,São João da Barra,BR,-21.6348588,-41.0487079,86.11,76,14,12.06
350,Riacho de Santana,BR,-13.6100985,-42.9355254,84.58,42,29,12.39
351,Lavrentiya,RU,65.5837793,-171.0058116,18.43,91,51,3.98
352,Komsomolskiy,RU,43.98266,46.6950001,58.87,55,22,11.1
353,Clonmel,IE,52.355,-7.703889,52.88,85,100,3.98
354,Moose Factory,CA,51.2602173,-80.6032819,30.18,34,0,11.5
355,Ostrovnoy,RU,68.0544447,39.5129384,13.64,83,40,13.31
356,Kumluca,TR,36.3657472,30.2875296,66.69,66,14,3.24
357,Port Elizabeth,ZA,-33.9617051,25.6207519,62.71,88,0,10.36
358,Iralaya,HN,15.0027763,-83.2258873,83.71,64,85,10.74
359,Geraldton,AU,-28.77035,114.6147159,59.16,88,75,5.75
360,Longfeng District,CN,46.5675495,125.1377353,41.34,31,31,5.79
361,Padang,ID,-0.9247587,100.3632561,78.28,90,88,1.95
362,Örnsköldsvik,SE,63.2888613,18.7160209,36.73,48,26,6.91
363,Miri,MY,4.392739,113.9880255,75.31,94,40,2.3
364,Lokosovo,RU,61.131844,74.839607,45.32,99,100,9.4
365,Tete,MZ,-16.160511,33.587096,73.04,78,75,9.22
366,Kamyshlov,RU,56.846161,62.712154,57.02,76,82,12.57
367,Ewa Beach,US,21.315603,-158.008804,74.61,74,75,9.22
368,Buenos Aires,CR,9.1719782,-83.3321604,81.55,84,100,2.82
369,Февральск,RU,52.45705,130.852829,26.19,64,0,4.27
370,Samusu,WS,-13.9974088,-171.4288872,81.88,77,100,16.17
371,Hambantota,LK,6.1249126,81.1242563,82.08,79,46,4.9
372,Todos Santos,MX,23.450067,-110.225374,74.93,45,0,8.19
373,Kailua,US,21.393623,-157.743759,73.83,85,100,9.22
374,Tcholliré,CM,8.4033303,14.167524,75.79,81,100,6.38
375,Doha,KW,29.315494,47.81752162305778,81.75,43,3,0.0
376,Podgornoye,RU,43.578323,45.445011,68.99,61,100,7.78
377,Tagusao,PH,9.1619488,117.8270162,77.59,89,100,3.51
378,Lubá,GQ,3.459841,8.5544476,76.26,90,99,6.35
379,Ballina,AU,-28.86574,153.5659468,61.95,96,75,0.0
380,Sabang,ID,5.8927453,95.3225751,83.37,73,44,2.24
381,Abha,SA,18.2164282,42.5043596,62.85,68,0,8.05
382,Timbuktu,ML,16.7719091,-3.0087272,89.44,15,0,9.31
383,Cartagena del Chairá,CO,1.3345179,-74.8414067,79.3,85,100,1.95
384,Taraz,KZ,42.9015945,71.3769302,52.18,82,0,6.71
385,Tomé-Açu,BR,-2.4166306,-48.1522907,80.28,94,100,2.21
386,Mahebourg,MU,-20.4111041,57.7060616,73.78,88,20,3.44
387,Preeceville,CA,51.9542182,-102.668152,34.12,82,100,15.41
388,Soyo,AO,-6.1333775,12.3717566,78.84,88,82,6.17
